Date,Time,Open,High,Low,Close,Volume
2024-01-04,00:40,3970.96,3975.46,3970.42,3972.96,1410
2024-01-04,00:45,3970.97,3973.55,3968.76,3972.01,1411
2024-01-04,00:50,3971.02,3972.39,3967.84,3970.14,1412
2024-01-04,00:55,3971.11,3973.59,3968.38,3969.12,1413
2024-01-04,01:00,3971.24,3973.01,3967.92,3969.97,1414
2024-01-04,01:05,3971.41,3973.13,3969.01,3972.02,1415
2024-01-04,01:10,3971.62,3975.98,3970.60,3973.55,1416
2024-01-04,01:15,3971.85,3975.31,3970.01,3973.33,1417
2024-01-04,01:20,3972.12,3972.96,3969.32,3971.79,1418
2024-01-04,01:25,3972.42,3974.76,3969.30,3970.58,1419
2024-01-04,01:30,3972.74,3974.90,3969.46,3971.09,1420
2024-01-04,01:35,3973.09,3973.70,3970.59,3973.14,1421
2024-01-04,01:40,3973.45,3977.38,3971.92,3975.17,1422
2024-01-04,01:45,3973.84,3977.93,3972.46,3975.63,1423
2024-01-04,01:50,3974.24,3975.20,3971.75,3974.47,1424
2024-01-04,01:55,3974.65,3976.69,3971.33,3973.10,1425
2024-01-04,02:00,3975.06,3977.47,3972.04,3973.16,1426
2024-01-04,02:05,3975.49,3976.49,3972.54,3974.98,1427
2024-01-04,02:10,3975.91,3979.12,3973.94,3977.27,1428
2024-01-04,02:15,3976.34,3980.78,3975.49,3978.31,1429
2024-01-04,02:20,3976.76,3978.81,3974.42,3977.53,1430
2024-01-04,02:25,3977.17,3978.81,3973.89,3976.04,1431
2024-01-04,02:30,3977.58,3980.08,3975.02,3975.58,1432
2024-01-04,02:35,3977.97,3979.50,3974.73,3976.95,1433
2024-01-04,02:40,3978.35,3980.63,3976.06,3979.24,1434
2024-01-04,02:45,3978.71,3983.19,3977.99,3980.70,1435
2024-01-04,02:50,3979.05,3982.07,3977.00,3980.31,1436
2024-01-04,02:55,3979.36,3980.49,3976.34,3978.74,1437
2024-01-04,03:00,3979.65,3982.09,3976.72,3977.72,1438
2024-01-04,03:05,3979.91,3981.88,3976.59,3978.45,1439
2024-01-04,03:10,3980.14,3981.35,3977.67,3980.50,1440
2024-01-04,03:15,3980.34,3984.53,3979.07,3982.19,1441
2024-01-04,03:20,3980.50,3984.29,3978.86,3982.14,1442
2024-01-04,03:25,3980.62,3981.19,3978.05,3980.55,1443
2024-01-04,03:30,3980.71,3982.93,3977.47,3978.99,1444
2024-01-04,03:35,3980.75,3983.04,3977.57,3978.96,1445
2024-01-04,03:40,3980.75,3981.46,3978.05,3980.54,1446
2024-01-04,03:45,3980.71,3984.33,3978.96,3982.27,1447
2024-01-04,03:50,3980.62,3984.91,3979.48,3982.52,1448
2024-01-04,03:55,3980.48,3981.96,3978.04,3980.97,1449
2024-01-04,04:00,3980.30,3982.17,3976.97,3978.93,1450
2024-01-04,04:05,3980.07,3982.54,3977.24,3978.10,1451
2024-01-04,04:10,3979.79,3981.05,3976.68,3979.03,1452
2024-01-04,04:15,3979.46,3982.26,3977.32,3980.61,1453
2024-01-04,04:20,3979.08,3983.58,3978.50,3981.08,1454
2024-01-04,04:25,3978.66,3981.18,3976.43,3979.67,1455
2024-01-04,04:30,3978.18,3979.58,3974.99,3977.28,1456
2024-01-04,04:35,3977.66,3980.14,3974.96,3975.67,1457
2024-01-04,04:40,3977.08,3978.83,3973.77,3975.84,1458
2024-01-04,04:45,3976.46,3978.25,3974.07,3977.10,1459
2024-01-04,04:50,3975.79,3980.17,3974.81,3977.73,1460
2024-01-04,04:55,3975.08,3978.48,3973.20,3976.53,1461
2024-01-04,05:00,3974.32,3975.19,3971.48,3973.95,1462
2024-01-04,05:05,3973.51,3975.87,3970.41,3971.66,1463
2024-01-04,05:10,3972.67,3974.80,3969.38,3971.03,1464
2024-01-04,05:15,3971.78,3972.46,3969.28,3971.87,1465
2024-01-04,05:20,3970.86,3974.82,3969.35,3972.59,1466
2024-01-04,05:25,3969.90,3973.96,3968.49,3971.68,1467
2024-01-04,05:30,3968.90,3969.79,3966.41,3969.10,1468
2024-01-04,05:35,3967.88,3969.95,3964.57,3966.31,1469
2024-01-04,05:40,3966.82,3969.21,3963.78,3964.93,1470
2024-01-04,05:45,3965.73,3966.71,3962.82,3965.26,1471
2024-01-04,05:50,3964.62,3967.88,3962.67,3966.00,1472
2024-01-04,05:55,3963.49,3967.92,3962.61,3965.45,1473
2024-01-04,06:00,3962.34,3964.32,3959.98,3963.08,1474
2024-01-04,06:05,3961.17,3962.83,3957.88,3960.01,1475
2024-01-04,06:10,3959.99,3962.49,3957.39,3957.99,1476
2024-01-04,06:15,3958.79,3960.29,3955.56,3957.80,1477
2024-01-04,06:20,3957.59,3959.93,3955.32,3958.51,1478
2024-01-04,06:25,3956.39,3960.87,3955.70,3958.38,1479
2024-01-04,06:30,3955.18,3958.14,3953.10,3956.41,1480
2024-01-04,06:35,3953.97,3955.13,3950.92,3953.31,1481
2024-01-04,06:40,3952.77,3955.21,3949.86,3950.82,1482
2024-01-04,06:45,3951.57,3953.51,3948.24,3950.13,1483
2024-01-04,06:50,3950.39,3951.66,3947.92,3950.77,1484
2024-01-04,06:55,3949.21,3953.43,3947.98,3951.07,1485
2024-01-04,07:00,3948.06,3951.80,3946.39,3949.68,1486
2024-01-04,07:05,3946.92,3947.53,3944.32,3946.81,1487
2024-01-04,07:10,3945.81,3948.04,3942.58,3944.07,1488
2024-01-04,07:15,3944.72,3946.99,3941.52,3942.94,1489
2024-01-04,07:20,3943.65,3944.33,3940.99,3943.48,1490
2024-01-04,07:25,3942.62,3946.29,3940.90,3944.20,1491
2024-01-04,07:30,3941.63,3945.90,3940.46,3943.51,1492
2024-01-04,07:35,3940.66,3942.08,3938.22,3941.12,1493
2024-01-04,07:40,3939.74,3941.63,3936.41,3938.35,1494
2024-01-04,07:45,3938.85,3941.31,3936.00,3936.89,1495
2024-01-04,07:50,3938.01,3939.24,3934.92,3937.29,1496
2024-01-04,07:55,3937.21,3940.06,3935.10,3938.39,1497
2024-01-04,08:00,3936.46,3940.95,3935.85,3938.46,1498
2024-01-04,08:05,3935.76,3938.22,3933.51,3936.74,1499
2024-01-04,08:10,3935.10,3936.54,3931.90,3934.17,1000
2024-01-04,08:15,3934.50,3936.99,3931.84,3932.50,1001
2024-01-04,08:20,3933.94,3935.66,3930.64,3932.73,1002
2024-01-04,08:25,3933.44,3935.30,3931.06,3934.12,1003
2024-01-04,08:30,3933.00,3937.40,3932.05,3934.95,1004
2024-01-04,08:35,3932.61,3935.97,3930.71,3934.04,1005
2024-01-04,08:40,3932.27,3933.18,3929.41,3931.87,1006
2024-01-04,08:45,3931.99,3934.36,3928.91,3930.12,1007
2024-01-04,08:50,3931.76,3933.88,3928.47,3930.15,1008
2024-01-04,08:55,3931.59,3932.34,3929.10,3931.72,1009
2024-01-04,09:00,3931.48,3935.47,3930.01,3933.23,1010
2024-01-04,09:05,3931.42,3935.45,3929.98,3933.18,1011
2024-01-04,09:10,3931.42,3932.23,3928.92,3931.57,1012
2024-01-04,09:15,3931.46,3933.56,3928.16,3929.87,1013
2024-01-04,09:20,3931.57,3933.94,3928.50,3929.69,1014
2024-01-04,09:25,3931.72,3932.66,3928.83,3931.28,1015
2024-01-04,09:30,3931.92,3935.23,3930.00,3933.33,1016
2024-01-04,09:35,3932.18,3936.59,3931.26,3934.13,1017
2024-01-04,09:40,3932.48,3934.40,3930.11,3933.19,1018
2024-01-04,09:45,3932.82,3934.51,3929.53,3931.63,1019
2024-01-04,09:50,3933.21,3935.71,3930.59,3931.22,1020
2024-01-04,09:55,3933.65,3935.11,3930.43,3932.68,1021
2024-01-04,10:00,3934.12,3936.52,3931.86,3935.07,1022
2024-01-04,10:05,3934.63,3939.12,3933.98,3936.62,1023
2024-01-04,10:10,3935.17,3938.08,3933.08,3936.38,1024
2024-01-04,10:15,3935.75,3936.95,3932.68,3935.06,1025
2024-01-04,10:20,3936.36,3938.82,3933.48,3934.41,1026
2024-01-04,10:25,3937.00,3938.92,3933.67,3935.58,1027
2024-01-04,10:30,3937.66,3939.00,3935.21,3938.08,1028
2024-01-04,10:35,3938.34,3942.59,3937.14,3940.22,1029
2024-01-04,10:40,3939.05,3942.75,3937.35,3940.65,1030
2024-01-04,10:45,3939.77,3940.41,3937.13,3939.62,1031
2024-01-04,10:50,3940.50,3942.75,3937.28,3938.74,1032
2024-01-04,10:55,3941.24,3943.50,3938.03,3939.49,1033
2024-01-04,11:00,3941.99,3942.63,3939.35,3941.85,1034
2024-01-04,11:05,3942.75,3946.45,3941.05,3944.35,1035
2024-01-04,11:10,3943.50,3947.75,3942.30,3945.37,1036
2024-01-04,11:15,3944.25,3945.60,3941.80,3944.68,1037
2024-01-04,11:20,3945.00,3946.92,3941.67,3943.59,1038
2024-01-04,11:25,3945.74,3948.20,3942.86,3943.79,1039
2024-01-04,11:30,3946.47,3947.67,3943.41,3945.78,1040
2024-01-04,11:35,3947.19,3950.10,3945.09,3948.40,1041
2024-01-04,11:40,3947.89,3952.38,3947.24,3949.89,1042
2024-01-04,11:45,3948.57,3950.97,3946.31,3949.52,1043
2024-01-04,11:50,3949.23,3950.70,3946.01,3948.26,1044
2024-01-04,11:55,3949.87,3952.36,3947.24,3947.87,1045
2024-01-04,12:00,3950.47,3952.16,3947.17,3949.28,1046
2024-01-04,12:05,3951.05,3952.97,3948.68,3951.76,1047
2024-01-04,12:10,3951.60,3956.01,3950.68,3953.55,1048
2024-01-04,12:15,3952.11,3955.42,3950.19,3953.51,1049
2024-01-04,12:20,3952.59,3953.52,3949.70,3952.15,1050
2024-01-04,12:25,3953.02,3955.40,3949.96,3951.15,1051
2024-01-04,12:30,3953.42,3955.52,3950.12,3951.83,1052
2024-01-04,12:35,3953.78,3954.60,3951.29,3953.94,1053
2024-01-04,12:40,3954.10,3958.13,3952.66,3955.86,1054
2024-01-04,12:45,3954.37,3958.37,3952.90,3956.12,1055
2024-01-04,12:50,3954.60,3955.35,3952.10,3954.72,1056
2024-01-04,12:55,3954.78,3956.89,3951.49,3953.17,1057
2024-01-04,13:00,3954.92,3957.28,3951.83,3953.05,1058
2024-01-04,13:05,3955.01,3955.91,3952.14,3954.60,1059
2024-01-04,13:10,3955.05,3958.41,3953.15,3956.48,1060
2024-01-04,13:15,3955.04,3959.44,3954.09,3956.99,1061
2024-01-04,13:20,3954.99,3956.84,3952.60,3955.66,1062
2024-01-04,13:25,3954.88,3956.60,3951.58,3953.67,1063
2024-01-04,13:30,3954.74,3957.23,3952.07,3952.74,1064
2024-01-04,13:35,3954.54,3955.97,3951.34,3953.60,1065
2024-01-04,13:40,3954.30,3956.76,3952.06,3955.28,1066
2024-01-04,13:45,3954.01,3958.50,3953.40,3956.01,1067
2024-01-04,13:50,3953.68,3956.53,3951.56,3954.85,1068
2024-01-04,13:55,3953.30,3954.53,3950.21,3952.58,1069
2024-01-04,14:00,3952.89,3955.35,3950.03,3950.93,1070
2024-01-04,14:05,3952.43,3954.32,3949.10,3951.04,1071
2024-01-04,14:10,3951.94,3953.35,3949.49,3952.39,1072
2024-01-04,14:15,3951.40,3955.67,3950.23,3953.29,1073
2024-01-04,14:20,3950.84,3954.50,3949.11,3952.42,1074
2024-01-04,14:25,3950.24,3950.91,3947.57,3950.06,1075
2024-01-04,14:30,3949.61,3951.88,3946.41,3947.83,1076
2024-01-04,14:35,3948.95,3951.18,3945.72,3947.21,1077
2024-01-04,14:40,3948.26,3948.87,3945.66,3948.16,1078
2024-01-04,14:45,3947.55,3951.30,3945.89,3949.18,1079
2024-01-04,14:50,3946.83,3951.05,3945.59,3948.69,1080
2024-01-04,14:55,3946.08,3947.35,3943.62,3946.47,1081
2024-01-04,15:00,3945.32,3947.26,3941.99,3943.88,1082
2024-01-04,15:05,3944.54,3946.99,3941.63,3942.60,1083
2024-01-04,15:10,3943.76,3944.92,3940.71,3943.10,1084
2024-01-04,15:15,3942.97,3945.93,3940.89,3944.20,1085
2024-01-04,15:20,3942.18,3946.66,3941.49,3944.17,1086
2024-01-04,15:25,3941.38,3943.72,3939.11,3942.30,1087
2024-01-04,15:30,3940.59,3942.09,3937.36,3939.59,1088
2024-01-04,15:35,3939.81,3942.30,3937.21,3937.81,1089
2024-01-04,15:40,3939.03,3940.69,3935.74,3937.87,1090
2024-01-04,15:45,3938.27,3940.25,3935.91,3939.01,1091
2024-01-04,15:50,3937.52,3941.94,3936.64,3939.48,1092
2024-01-04,15:55,3936.78,3940.04,3934.83,3938.16,1093
2024-01-04,16:00,3936.07,3937.04,3933.15,3935.60,1094
2024-01-04,16:05,3935.38,3937.77,3932.34,3933.49,1095
2024-01-04,16:10,3934.72,3936.79,3931.41,3933.15,1096
2024-01-04,16:15,3934.09,3934.98,3931.60,3934.28,1097
2024-01-04,16:20,3933.49,3937.55,3932.07,3935.27,1098
2024-01-04,16:25,3932.92,3936.88,3931.41,3934.65,1099
2024-01-04,16:30,3932.39,3933.06,3929.89,3932.48,1100
2024-01-04,16:35,3931.90,3934.03,3928.61,3930.26,1101
2024-01-04,16:40,3931.45,3933.80,3928.34,3929.59,1102
2024-01-04,16:45,3931.04,3931.91,3928.20,3930.67,1103
2024-01-04,16:50,3930.67,3934.08,3928.80,3932.13,1104
2024-01-04,16:55,3930.36,3934.74,3929.38,3932.30,1105
2024-01-04,17:00,3930.09,3931.88,3927.70,3930.73,1106
2024-01-04,17:05,3929.87,3931.62,3926.56,3928.63,1107
2024-01-04,17:10,3929.71,3932.20,3927.01,3927.72,1108
2024-01-04,17:15,3929.59,3931.00,3926.40,3928.69,1109
2024-01-04,17:20,3929.53,3932.06,3927.31,3930.55,1110
2024-01-04,17:25,3929.53,3934.02,3928.95,3931.52,1111
2024-01-04,17:30,3929.57,3932.37,3927.44,3930.72,1112
2024-01-04,17:35,3929.68,3930.94,3926.57,3928.92,1113
2024-01-04,17:40,3929.84,3932.30,3927.01,3927.87,1114
2024-01-04,17:45,3930.05,3931.92,3926.73,3928.69,1115
2024-01-04,17:50,3930.32,3931.80,3927.88,3930.81,1116
2024-01-04,17:55,3930.65,3934.94,3929.51,3932.55,1117
2024-01-04,18:00,3931.03,3934.65,3929.28,3932.59,1118
2024-01-04,18:05,3931.47,3932.18,3928.77,3931.25,1119
2024-01-04,18:10,3931.96,3934.24,3928.77,3930.17,1120
2024-01-04,18:15,3932.50,3934.72,3929.26,3930.78,1121
2024-01-04,18:20,3933.09,3933.66,3930.52,3933.02,1122
2024-01-04,18:25,3933.73,3937.52,3932.09,3935.38,1123
2024-01-04,18:30,3934.43,3938.62,3933.16,3936.27,1124
2024-01-04,18:35,3935.17,3936.37,3932.70,3935.52,1125
2024-01-04,18:40,3935.95,3937.92,3932.62,3934.48,1126
2024-01-04,18:45,3936.78,3939.21,3933.84,3934.84,1127
2024-01-04,18:50,3937.65,3938.77,3934.62,3937.02,1128
2024-01-04,18:55,3938.56,3941.58,3936.50,3939.82,1129
2024-01-04,19:00,3939.50,3943.98,3938.78,3941.49,1130
2024-01-04,19:05,3940.48,3942.76,3938.19,3941.37,1131
2024-01-04,19:10,3941.50,3943.02,3938.25,3940.47,1132
2024-01-04,19:15,3942.54,3945.04,3939.98,3940.54,1133
2024-01-04,19:20,3943.61,3945.24,3940.33,3942.47,1134
2024-01-04,19:25,3944.70,3946.75,3942.36,3945.47,1135
2024-01-04,19:30,3945.81,3950.25,3944.97,3947.78,1136
2024-01-04,19:35,3946.94,3950.15,3944.97,3948.30,1137
2024-01-04,19:40,3948.09,3949.10,3945.15,3947.58,1138
2024-01-04,19:45,3949.25,3951.65,3946.23,3947.35,1139
2024-01-04,19:50,3950.42,3952.47,3947.11,3948.87,1140
2024-01-04,19:55,3951.59,3952.55,3949.11,3951.82,1141
2024-01-04,20:00,3952.77,3956.86,3951.39,3954.57,1142
2024-01-04,20:05,3953.95,3957.87,3952.41,3955.66,1143
2024-01-04,20:10,3955.12,3955.73,3952.62,3955.18,1144
2024-01-04,20:15,3956.29,3958.45,3953.01,3954.64,1145
2024-01-04,20:20,3957.45,3959.79,3954.33,3955.61,1146
2024-01-04,20:25,3958.60,3959.43,3955.79,3958.26,1147
2024-01-04,20:30,3959.73,3963.19,3957.88,3961.21,1148
2024-01-04,20:35,3960.84,3965.21,3959.83,3962.78,1149
2024-01-04,20:40,3961.94,3963.66,3959.53,3962.55,1150
2024-01-04,20:45,3963.01,3964.78,3959.69,3961.73,1151
2024-01-04,20:50,3964.05,3966.54,3961.33,3962.07,1152
2024-01-04,20:55,3965.07,3966.44,3961.90,3964.20,1153
2024-01-04,21:00,3966.05,3968.64,3963.85,3967.10,1154
2024-01-04,21:05,3967.01,3971.50,3966.46,3969.00,1155
2024-01-04,21:10,3967.92,3970.66,3965.76,3969.04,1156
2024-01-04,21:15,3968.80,3970.09,3965.67,3968.01,1157
2024-01-04,21:20,3969.64,3972.11,3966.84,3967.67,1158
2024-01-04,21:25,3970.44,3972.28,3967.12,3969.10,1159
2024-01-04,21:30,3971.20,3972.75,3968.77,3971.72,1160
2024-01-04,21:35,3971.91,3976.23,3970.81,3973.82,1161
2024-01-04,21:40,3972.58,3976.15,3970.80,3974.12,1162
2024-01-04,21:45,3973.20,3973.95,3970.47,3972.95,1163
2024-01-04,21:50,3973.78,3976.08,3970.61,3971.97,1164
2024-01-04,21:55,3974.30,3976.50,3971.05,3972.60,1165
2024-01-04,22:00,3974.78,3975.32,3972.25,3974.74,1166
2024-01-04,22:05,3975.21,3979.04,3973.60,3976.87,1167
2024-01-04,22:10,3975.59,3979.76,3974.29,3977.42,1168
2024-01-04,22:15,3975.92,3977.06,3973.45,3976.24,1169
2024-01-04,22:20,3976.20,3978.19,3972.88,3974.71,1170
2024-01-04,22:25,3976.44,3978.86,3973.48,3974.51,1171
2024-01-04,22:30,3976.62,3977.71,3973.62,3976.03,1172
2024-01-04,22:35,3976.76,3979.83,3974.73,3978.05,1173
2024-01-04,22:40,3976.85,3981.32,3976.09,3978.83,1174
2024-01-04,22:45,3976.90,3979.11,3974.59,3977.75,1175
2024-01-04,22:50,3976.90,3978.46,3973.64,3975.84,1176
2024-01-04,22:55,3976.85,3979.35,3974.33,3974.85,1177
2024-01-04,23:00,3976.77,3978.37,3973.50,3975.67,1178
2024-01-04,23:05,3976.65,3978.76,3974.32,3977.46,1179
2024-01-04,23:10,3976.48,3980.94,3975.68,3978.46,1180
2024-01-04,23:15,3976.29,3979.44,3974.29,3977.61,1181
2024-01-04,23:20,3976.05,3977.10,3973.09,3975.51,1182
2024-01-04,23:25,3975.79,3978.20,3972.79,3973.88,1183
2024-01-04,23:30,3975.50,3977.52,3972.18,3973.97,1184
2024-01-04,23:35,3975.17,3976.20,3972.69,3975.44,1185
2024-01-04,23:40,3974.83,3978.95,3973.48,3976.64,1186
2024-01-04,23:45,3974.46,3978.34,3972.89,3976.15,1187
2024-01-04,23:50,3974.07,3974.61,3971.57,3974.09,1188
2024-01-04,23:55,3973.67,3975.84,3970.40,3971.99,1189
2024-01-05,00:00,3973.25,3975.58,3970.11,3971.42,1190
2024-01-05,00:05,3972.82,3973.62,3970.04,3972.52,1191
2024-01-05,00:10,3972.38,3975.89,3970.56,3973.89,1192
2024-01-05,00:15,3971.94,3976.29,3970.89,3973.87,1193
2024-01-05,00:20,3971.50,3973.15,3969.08,3972.08,1194
2024-01-05,00:25,3971.06,3972.86,3967.74,3969.76,1195
2024-01-05,00:30,3970.62,3973.10,3967.86,3968.64,1196
2024-01-05,00:35,3970.19,3971.53,3967.03,3969.35,1197
2024-01-05,00:40,3969.77,3972.41,3967.58,3970.84,1198
2024-01-05,00:45,3969.36,3973.86,3968.85,3971.36,1199
2024-01-05,00:50,3968.97,3971.64,3966.79,3970.06,1200
2024-01-05,00:55,3968.59,3969.92,3965.45,3967.77,1201
2024-01-05,01:00,3968.24,3970.72,3965.47,3966.26,1202
2024-01-05,01:05,3967.92,3969.73,3964.60,3966.60,1203
2024-01-05,01:10,3967.62,3969.24,3965.20,3968.18,1204
2024-01-05,01:15,3967.35,3971.68,3966.28,3969.27,1205
2024-01-05,01:20,3967.11,3970.64,3965.30,3968.62,1206
2024-01-05,01:25,3966.91,3967.69,3964.14,3966.62,1207
2024-01-05,01:30,3966.74,3969.06,3963.59,3964.92,1208
2024-01-05,01:35,3966.61,3968.80,3963.35,3964.93,1209
2024-01-05,01:40,3966.53,3967.03,3964.03,3966.53,1210
2024-01-05,01:45,3966.48,3970.35,3964.90,3968.17,1211
2024-01-05,01:50,3966.49,3970.62,3965.15,3968.30,1212
2024-01-05,01:55,3966.53,3967.60,3964.05,3966.82,1213
2024-01-05,02:00,3966.63,3968.64,3963.31,3965.12,1214
2024-01-05,02:05,3966.77,3969.19,3963.79,3964.86,1215
2024-01-05,02:10,3966.97,3968.03,3963.99,3966.41,1216
2024-01-05,02:15,3967.21,3970.34,3965.20,3968.53,1217
2024-01-05,02:20,3967.51,3971.97,3966.72,3969.49,1218
2024-01-05,02:25,3967.86,3970.01,3965.54,3968.68,1219
2024-01-05,02:30,3968.26,3969.85,3964.99,3967.17,1220
2024-01-05,02:35,3968.72,3971.22,3966.21,3966.72,1221
2024-01-05,02:40,3969.22,3970.80,3965.96,3968.15,1222
2024-01-05,02:45,3969.78,3971.97,3967.47,3970.63,1223
2024-01-05,02:50,3970.40,3974.86,3969.62,3972.38,1224
2024-01-05,02:55,3971.06,3974.16,3969.04,3972.36,1225
2024-01-05,03:00,3971.78,3972.86,3968.79,3971.20,1226
2024-01-05,03:05,3972.55,3974.97,3969.58,3970.63,1227
2024-01-05,03:10,3973.37,3975.37,3970.04,3971.86,1228
2024-01-05,03:15,3974.23,3975.33,3971.75,3974.53,1229
2024-01-05,03:20,3975.14,3979.30,3973.83,3976.97,1230
2024-01-05,03:25,3976.10,3979.95,3974.51,3977.78,1231
2024-01-05,03:30,3977.10,3977.62,3974.59,3977.09,1232
2024-01-05,03:35,3978.15,3980.34,3974.89,3976.46,1233
2024-01-05,03:40,3979.23,3981.55,3976.07,3977.42,1234
2024-01-05,03:45,3980.36,3981.12,3977.61,3980.09,1235
2024-01-05,03:50,3981.52,3985.07,3979.72,3983.04,1236
2024-01-05,03:55,3982.71,3987.03,3981.62,3984.62,1237
2024-01-05,04:00,3983.93,3985.51,3981.51,3984.47,1238
2024-01-05,04:05,3985.18,3987.01,3981.86,3983.86,1239
2024-01-05,04:10,3986.46,3988.94,3983.68,3984.49,1240
2024-01-05,04:15,3987.76,3989.07,3984.62,3986.95,1241
2024-01-05,04:20,3989.08,3991.79,3986.92,3990.19,1242
2024-01-05,04:25,3990.42,3994.92,3989.90,3992.42,1243
2024-01-05,04:30,3991.78,3994.39,3989.58,3992.83,1244
2024-01-05,04:35,3993.14,3994.50,3989.98,3992.29,1245
2024-01-05,04:40,3994.52,3997.00,3991.78,3992.53,1246
2024-01-05,04:45,3995.89,3997.68,3992.58,3994.61,1247
2024-01-05,04:50,3997.28,3998.96,3994.87,3997.87,1248
2024-01-05,04:55,3998.66,4003.01,3997.62,4000.58,1249
2024-01-05,05:00,4000.03,4003.51,3998.20,4001.52,1250
2024-01-05,05:05,4001.40,4002.22,3998.61,4001.09,1251
2024-01-05,05:10,4002.76,4005.10,3999.63,4000.93,1252
2024-01-05,05:15,4004.11,4006.27,4000.84,4002.45,1253
2024-01-05,05:20,4005.44,4006.01,4002.94,4005.48,1254
2024-01-05,05:25,4006.75,4010.66,4005.20,4008.46,1255
2024-01-05,05:30,4008.05,4012.15,4006.68,4009.85,1256
2024-01-05,05:35,4009.31,4010.31,4006.83,4009.56,1257
2024-01-05,05:40,4010.55,4012.59,4007.23,4009.01,1258
2024-01-05,05:45,4011.76,4014.17,4008.75,4009.85,1259
2024-01-05,05:50,4012.94,4013.96,4009.98,4012.41,1260
2024-01-05,05:55,4014.08,4017.26,4012.10,4015.42,1261
2024-01-05,06:00,4015.19,4019.63,4014.36,4017.16,1262
2024-01-05,06:05,4016.26,4018.34,4013.92,4017.05,1263
2024-01-05,06:10,4017.28,4018.90,4014.01,4016.16,1264
2024-01-05,06:15,4018.26,4020.76,4015.72,4016.27,1265
2024-01-05,06:20,4019.20,4020.75,4015.95,4018.16,1266
2024-01-05,06:25,4020.10,4022.34,4017.80,4020.97,1267
2024-01-05,06:30,4020.94,4025.41,4020.20,4022.93,1268
2024-01-05,06:35,4021.74,4024.78,4019.70,4023.01,1269
2024-01-05,06:40,4022.48,4023.59,4019.47,4021.88,1270
2024-01-05,06:45,4023.18,4025.61,4020.23,4021.25,1271
2024-01-05,06:50,4023.83,4025.80,4020.50,4022.35,1272
2024-01-05,06:55,4024.42,4025.59,4021.95,4024.75,1273
2024-01-05,07:00,4024.96,4029.14,4023.67,4026.80,1274
2024-01-05,07:05,4025.45,4029.25,4023.82,4027.10,1275
2024-01-05,07:10,4025.88,4026.43,4023.33,4025.83,1276
2024-01-05,07:15,4026.26,4028.47,4023.02,4024.55,1277
2024-01-05,07:20,4026.59,4028.89,4023.42,4024.80,1278
2024-01-05,07:25,4026.87,4027.60,4024.16,4026.64,1279
2024-01-05,07:30,4027.10,4030.70,4025.33,4028.65,1280
2024-01-05,07:35,4027.28,4031.58,4026.16,4029.18,1281
2024-01-05,07:40,4027.41,4028.92,4024.97,4027.92,1282
2024-01-05,07:45,4027.49,4029.34,4024.16,4026.14,1283
2024-01-05,07:50,4027.53,4030.00,4024.71,4025.55,1284
2024-01-05,07:55,4027.52,4028.79,4024.40,4026.74,1285
2024-01-05,08:00,4027.46,4030.23,4025.31,4028.59,1286
2024-01-05,08:05,4027.37,4031.87,4026.81,4029.37,1287
2024-01-05,08:10,4027.23,4029.79,4025.02,4028.26,1288
2024-01-05,08:15,4027.06,4028.45,4023.88,4026.17,1289
2024-01-05,08:20,4026.86,4029.34,4024.15,4024.87,1290
2024-01-05,08:25,4026.62,4028.38,4023.30,4025.36,1291
2024-01-05,08:30,4026.35,4028.10,4023.95,4026.98,1292
2024-01-05,08:35,4026.05,4030.42,4025.05,4027.99,1293
2024-01-05,08:40,4025.73,4029.16,4023.87,4027.20,1294
2024-01-05,08:45,4025.38,4026.24,4022.56,4025.03,1295
2024-01-05,08:50,4025.02,4027.37,4021.91,4023.17,1296
2024-01-05,08:55,4024.64,4026.78,4021.36,4023.00,1297
2024-01-05,09:00,4024.24,4024.89,4021.75,4024.32,1298
2024-01-05,09:05,4023.84,4027.78,4022.32,4025.56,1299
2024-01-05,09:10,4023.42,4027.50,4022.03,4025.21,1300
2024-01-05,09:15,4023.01,4023.93,4020.52,4023.22,1301
2024-01-05,09:20,4022.58,4024.64,4019.27,4021.03,1302
2024-01-05,09:25,4022.17,4024.56,4019.13,4020.27,1303
2024-01-05,09:30,4021.75,4022.74,4018.82,4021.26,1304
2024-01-05,09:35,4021.34,4024.57,4019.38,4022.71,1305
2024-01-05,09:40,4020.94,4025.38,4020.08,4022.91,1306
2024-01-05,09:45,4020.56,4022.58,4018.21,4021.32,1307
2024-01-05,09:50,4020.19,4021.84,4016.90,4019.04,1308
2024-01-05,09:55,4019.84,4022.34,4017.26,4017.84,1309
2024-01-05,10:00,4019.51,4021.02,4016.27,4018.50,1310
2024-01-05,10:05,4019.20,4021.51,4016.92,4020.11,1311
2024-01-05,10:10,4018.92,4023.40,4018.22,4020.91,1312
2024-01-05,10:15,4018.67,4021.67,4016.61,4019.92,1313
2024-01-05,10:20,4018.46,4019.60,4015.42,4017.81,1314
2024-01-05,10:25,4018.27,4020.71,4015.35,4016.33,1315
2024-01-05,10:30,4018.12,4020.08,4014.80,4016.67,1316
2024-01-05,10:35,4018.01,4019.25,4015.55,4018.38,1317
2024-01-05,10:40,4017.94,4022.15,4016.69,4019.79,1318
2024-01-05,10:45,4017.91,4021.68,4016.26,4019.54,1319
2024-01-05,10:50,4017.92,4018.51,4015.34,4017.84,1320
